[ 2023-03-25 09:33:34,095 ] 49 __init__.py - INFO - file_cache is only supported with oauth2client<4.0.0
[ 2023-03-25 09:33:43,206 ] 225 _internal.py - WARNING -  * Debugger is active!
[ 2023-03-25 09:33:43,256 ] 225 _internal.py - INFO -  * Debugger PIN: 878-857-820
[ 2023-03-25 09:33:44,265 ] 225 _internal.py - INFO -  * Running on http://127.0.0.1:5001/ (Press CTRL+C to quit)
[ 2023-03-25 09:34:35,584 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:35] "GET / HTTP/1.1" 200 -
[ 2023-03-25 09:34:40,908 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:40] "[33mGET /static/css/main.css HTTP/1.1[0m" 404 -
[ 2023-03-25 09:34:51,170 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:51] "GET /favicon.ico HTTP/1.1" 200 -
[ 2023-03-25 09:34:54,274 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:54] "GET /list_channel HTTP/1.1" 200 -
[ 2023-03-25 09:34:54,567 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:54] "[33mGET /static/css/main.css HTTP/1.1[0m" 404 -
[ 2023-03-25 09:34:56,445 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:34:56] "GET /favicon.ico HTTP/1.1" 200 -
[ 2023-03-25 09:35:00,821 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:35:00] "GET /favicon.ico HTTP/1.1" 200 -
[ 2023-03-25 09:35:07,288 ] 131 helpers.py - DEBUG - matched regex search: (?:v=|\/)([0-9A-Za-z_-]{11}).*
[ 2023-03-25 09:35:08,589 ] 225 _internal.py - INFO - 127.0.0.1 - - [25/Mar/2023 09:35:08] "[32mPOST /youtube_path HTTP/1.1[0m" 302 -
[ 2023-03-25 09:35:08,928 ] 1181 discovery.py - DEBUG - URL being requested: GET https://youtube.googleapis.com/youtube/v3/channels?part=snippet%2CcontentDetails%2Cstatistics&id=UCXgGY0wkgOzynnHvSEVmE3A&key=AIzaSyC09Ez4gChOO3tnbGm1uEMuIGOmu6LDj2E&alt=json
[ 2023-03-25 09:35:09,744 ] 24 channel_summary.py - INFO - {'channel_id': 'UCXgGY0wkgOzynnHvSEVmE3A', 'Title': 'Hitesh Choudhary', 'playlist_id': 'UUXgGY0wkgOzynnHvSEVmE3A', 'viewCount': 51344181, 'subscriberCount': 780000, 'videoCount': 1341}
